circID	chr	start	end	geneID	strand
3__11849307__11851156	3	11849307	11851156	TAMM41	-
4__71690011__71693753	4	71690011	71693753	GRSF1	-
6__86267694__86277295	6	86267694	86277295	SNX14	-
16__88061089__88071617	16	88061089	88071617	BANP	+
3__53908238__53910107	3	53908238	53910107	ACTR8	-
2__230705538__230725247	2	230705538	230725247	TRIP12	-
6__7181357__7189555	6	7181357	7189555	RREB1	+
22__30803084__30803592	22	30803084	30803592	SEC14L2	+
3__33109722__33110462	3	33109722	33110462	GLB1	-
21__34799191__34805178	21	34799191	34805178	IFNGR2	+
16__68300496__68325564	16	68300496	68325564	SLC7A6	+
21__17205667__17214859	21	17205667	17214859	USP25	+
8__116631359__116635985	8	116631359	116635985	TRPS1	-
16__11857334__11859541	16	11857334	11859541	ZC3H7A	-
1__247322308__247323115	1	247322308	247323115	ZNF124	-
13__49741380__49749677	13	49741380	49749677	FNDC3A	+
4__95561427__95578698	4	95561427	95578698	PDLIM5	+
2__10559860__10560261	2	10559860	10560261	HPCAL1	+
16__14738131__14738466	16	14738131	14738466	BFAR	+
17__57814814__57842499	17	57814814	57842499	VMP1	+
3__31617888__31641951	3	31617888	31641951	STT3B	+
1__89236035__89251896	1	89236035	89251896	PKN2	+
17__3924423__3928412	17	3924423	3928412	ZZEF1	-
10__882343__890995	10	882343	890995	LARP4B	-
10__50708584__50714058	10	50708584	50714058	ERCC6	-
6__147581751__147588303	6	147581751	147588303	STXBP5	+
1__8922946__8924151	1	8922946	8924151	ENO1	-
12__107236367__107237725	12	107236367	107237725	RIC8B	+
7__148523561__148544397	7	148523561	148544397	EZH2	-
2__46203568__46211819	2	46203568	46211819	PRKCE	+
7__16734459__16736686	7	16734459	16736686	BZW2	+
7__148529726__148544397	7	148529726	148544397	EZH2	-
7__73770740__73771807	7	73770740	73771807	CLIP2	+
1__211526581__211527809	1	211526581	211527809	TRAF5	+
4__103635595__103647840	4	103635595	103647840	MANBA	-
1__1747195__1756938	1	1747195	1756938	GNB1	-
1__168073715__168074132	1	168073715	168074132	GPR161	-
2__241492331__241494472	2	241492331	241494472	ANKMY1	-
1__59150825__59155921	1	59150825	59155921	MYSM1	-
2__20974570__21001225	2	20974570	21001225	C2orf43	-
18__45391430__45423180	18	45391430	45423180	SMAD2	-
12__110819557__110834257	12	110819557	110834257	ANAPC7	-
19__6230581__6270770	19	6230581	6270770	MLLT1	-
14__76638186__76647192	14	76638186	76647192	C14orf118	+
11__125513687__125514538	11	125513687	125514538	CHEK1	+
1__236966728__236969533	1	236966728	236969533	MTR	+
18__8076453__8143777	18	8076453	8143777	PTPRM	+
6__136468489__136476896	6	136468489	136476896	PDE7B	+
14__69583083__69589077	14	69583083	69589077	DCAF5	-
21__34066538__34074357	21	34066538	34074357	SYNJ1	-
12__90028774__90029028	12	90028774	90029028	ATP2B1	-
1__47745913__47748131	1	47745913	47748131	STIL	-
3__179418796__179426745	3	179418796	179426745	USP13	+
7__23015829__23030758	7	23015829	23030758	FAM126A	-
14__23502577__23502883	14	23502577	23502883	PSMB5	-
11__34107611__34107960	11	34107611	34107960	CAPRIN1	+
5__126140468__126147590	5	126140468	126147590	LMNB1	+
1__41474466__41475926	1	41474466	41475926	CTPS	+
10__95140976__95148911	10	95140976	95148911	MYOF	-
7__102665510__102669865	7	102665510	102669865	FBXL13	-
9__72082739__72091059	9	72082739	72091059	APBA1	-
4__77917578__77941823	4	77917578	77941823	SEPT11	+
3__9792629__9793633	3	9792629	9793633	OGG1	+
19__3192468__3198895	19	3192468	3198895	NCLN	+
9__119380603__119382722	9	119380603	119382722	ASTN2	-
X__152967462__152969549	X	152967462	152969549	BCAP31	-
12__24982757__24989530	12	24982757	24989530	BCAT1	-
11__3752621__3765879	11	3752621	3765879	NUP98	-
10__70218861__70229920	10	70218861	70229920	DNA2	-
7__155465561__155473602	7	155465561	155473602	RBM33	+
20__36668837__36694658	20	36668837	36694658	RPRD1B	+
2__55870293__55871855	2	55870293	55871855	PNPT1	-
4__86844801__86863426	4	86844801	86863426	ARHGAP24	+
17__42231921__42232779	17	42231921	42232779	C17orf53	+
1__17928622__17934472	1	17928622	17934472	ARHGEF10L	+
15__66641398__66641775	15	66641398	66641775	TIPIN	-
7__157155855__157160177	7	157155855	157160177	DNAJB6	+
16__53907698__53922863	16	53907698	53922863	FTO	+
10__93711160__93713630	10	93711160	93713630	BTAF1	+
7__44714010__44715748	7	44714010	44715748	OGDH	+
8__96044223__96064458	8	96044223	96064458	C8orf38	+
7__114582330__114619836	7	114582330	114619836	MDFIC	+
18__55398859__55399061	18	55398859	55399061	ATP8B1	-
15__75809600__75816639	15	75809600	75816639	PTPN9	-
10__79613112__79614128	10	79613112	79614128	DLG5	-
X__53430498__53430825	X	53430498	53430825	SMC1A	-
16__66839680__66839929	16	66839680	66839929	NAE1	-
11__9606805__9608403	11	9606805	9608403	WEE1	+
3__141087463__141122873	3	141087463	141122873	ZBTB38	+
18__33722244__33739978	18	33722244	33739978	ELP2	+
10__81917397__81923899	10	81917397	81923899	ANXA11	-
10__103432672__103433430	10	103432672	103433430	FBXW4	-
17__53016285__53024673	17	53016285	53024673	TOM1L1	+
15__59189314__59193486	15	59189314	59193486	SLTM	-
15__94841430__94841959	15	94841430	94841959	MCTP2	+
1__171492360__171496983	1	171492360	171496983	PRRC2C	+
17__46105838__46111310	17	46105838	46111310	COPZ2	-
8__103274143__103282411	8	103274143	103282411	UBR5	-
4__20568885__20591360	4	20568885	20591360	SLIT2	+
6__64356432__64356700	6	64356432	64356700	PHF3	+
17__61841376__61843554	17	61841376	61843554	CCDC47	-
2__9028148__9098771	2	9028148	9098771	MBOAT2	-
6__35586873__35610620	6	35586873	35610620	FKBP5	-
4__83791478__83803093	4	83791478	83803093	SEC31A	-
1__70742448__70781249	1	70742448	70781249	ANKRD13C	-
4__76885288__76903190	4	76885288	76903190	SDAD1	-
6__151203898__151206870	6	151203898	151206870	MTHFD1L	+
6__154731477__154754641	6	154731477	154754641	CNKSR3	-
10__73887840__73892939	10	73887840	73892939	ASCC1	-
11__3794862__3797251	11	3794862	3797251	NUP98	-
6__83667031__83748204	6	83667031	83748204	UBE2CBP	-
13__95858786__95863035	13	95858786	95863035	ABCC4	-
21__34787195__34805178	21	34787195	34805178	IFNGR2	+
6__97715748__97720938	6	97715748	97720938	MMS22L	-
2__72958136__72960247	2	72958136	72960247	EXOC6B	-
10__5827105__5842668	10	5827105	5842668	GDI2	-
12__53421566__53421972	12	53421566	53421972	EIF4B	+
1__220179448__220180680	1	220179448	220180680	EPRS	-
12__56742313__56743420	12	56742313	56743420	STAT2	-
4__48686690__48712715	4	48686690	48712715	FRYL	-
12__112096540__112098479	12	112096540	112098479	BRAP	-
8__48845580__48846650	8	48845580	48846650	PRKDC	-
5__14363841__14381361	5	14363841	14381361	TRIO	+
2__242343243__242375953	2	242343243	242375953	FARP2	+
19__3660964__3661999	19	3660964	3661999	PIP5K1C	-
12__76461151__76468019	12	76461151	76468019	NAP1L1	-
4__178274462__178281831	4	178274462	178281831	NEIL3	+
10__103916776__103917971	10	103916776	103917971	NOLC1	+
X__46712911__46719537	X	46712911	46719537	RP2	+
11__117109317__117110576	11	117109317	117110576	RNF214	+
2__202587766__202589182	2	202587766	202589182	ALS2	-
10__126799559__126811437	10	126799559	126811437	CTBP2	-
15__75699396__75705386	15	75699396	75705386	SIN3A	-
5__131052258__131080383	5	131052258	131080383	FNIP1	-
3__169863211__169867032	3	169863211	169867032	PHC3	-
13__113170754__113181798	13	113170754	113181798	TUBGCP3	-
3__142455221__142467302	3	142455221	142467302	TRPC1	+
10__74100547__74103269	10	74100547	74103269	DNAJB12	-
11__120343759__120348235	11	120343759	120348235	ARHGEF12	+
19__34942886__34955036	19	34942886	34955036	UBA2	+
4__3088666__3101121	4	3088666	3101121	HTT	+
12__111990084__111993723	12	111990084	111993723	ATXN2	-
9__19086732__19089557	9	19086732	19089557	HAUS6	-
16__3799628__3808973	16	3799628	3808973	CREBBP	-
7__92932772__92940584	7	92932772	92940584	CCDC132	+
9__96233423__96261168	9	96233423	96261168	FAM120A	+
1__48821342__48825442	1	48821342	48825442	SPATA6	-
2__169571511__169574488	2	169571511	169574488	CERS6	+
2__15514732__15567918	2	15514732	15567918	NBAS	-
1__41578955__41582682	1	41578955	41582682	SCMH1	-
15__40678563__40682130	15	40678563	40682130	C15orf23	+
2__63217851__63223901	2	63217851	63223901	EHBP1	+
3__32569938__32574589	3	32569938	32574589	DYNC1LI1	-
16__67070542__67116242	16	67070542	67116242	CBFB	+
8__59535779__59555632	8	59535779	59555632	NSMAF	-
17__79555970__79575848	17	79555970	79575848	NPLOC4	-
7__64852815__64853814	7	64852815	64853814	ZNF92	+
5__50045985__50059076	5	50045985	50059076	PARP8	+
5__134152120__134154694	5	134152120	134154694	DDX46	+
10__70723047__70726959	10	70723047	70726959	DDX21	+
22__50810449__50832564	22	50810449	50832564	PPP6R2	+
8__117738255__117749526	8	117738255	117749526	EIF3H	-
2__72361890__72362548	2	72361890	72362548	CYP26B1	-
17__8347578__8363478	17	8347578	8363478	NDEL1	+
9__16435553__16437522	9	16435553	16437522	BNC2	-
2__32312561__32314674	2	32312561	32314674	SPAST	+
1__155896467__155896947	1	155896467	155896947	KIAA0907	-
10__72628102__72631743	10	72628102	72631743	SGPL1	+
8__124089351__124117704	8	124089351	124117704	WDR67	+
14__102792322__102802175	14	102792322	102802175	ZNF839	+
14__99924616__99932150	14	99924616	99932150	SETD3	-
11__85685751__85695016	11	85685751	85695016	PICALM	-
9__123533626__123540823	9	123533626	123540823	FBXW2	-
10__123658356__123662135	10	123658356	123662135	ATE1	-
6__138794443__138817508	6	138794443	138817508	NHSL1	-
8__104442840__104448018	8	104442840	104448018	DCAF13	+
18__12999420__13019205	18	12999420	13019205	CEP192	+
16__28137010__28143724	16	28137010	28143724	XPO6	-
2__36749235__36764689	2	36749235	36764689	CRIM1	+
22__42204879__42209826	22	42204879	42209826	CCDC134	+
4__7795408__7811490	4	7795408	7811490	AFAP1	-
5__86627165__86649052	5	86627165	86649052	RASA1	+
1__235634164__235658138	1	235634164	235658138	B3GALNT2	-
17__1437393__1444934	17	1437393	1444934	PITPNA	-
14__64884606__64892910	14	64884606	64892910	MTHFD1	+
3__197707197__197726213	3	197707197	197726213	LMLN	+
6__56564451__56569167	6	56564451	56569167		-
1__175996708__176015460	1	175996708	176015460	RFWD2	-
7__98984308__98987635	7	98984308	98987635	ARPC1B	+
11__46515158__46515754	11	46515158	46515754	AMBRA1	-
1__21599192__21616649	1	21599192	21616649	ECE1	-
17__48734063__48736729	17	48734063	48736729	ABCC3	+
4__1952799__1955251	4	1952799	1955251	WHSC1	+
5__179136874__179147561	5	179136874	179147561	CANX	+
10__22193451__22209892	10	22193451	22209892	DNAJC1	-
1__6609631__6610675	1	6609631	6610675	NOL9	-
1__44386076__44386600	1	44386076	44386600	ST3GAL3	+
14__51208300__51211083	14	51208300	51211083	NIN	-
14__69921529__69922583	14	69921529	69922583	SLC39A9	+
3__100002451__100009545	3	100002451	100009545	TBC1D23	+
15__68434284__68439038	15	68434284	68439038	PIAS1	+
10__103427643__103433430	10	103427643	103433430	FBXW4	-
22__47274549__47290742	22	47274549	47290742	TBC1D22A	+
3__57569625__57570191	3	57569625	57570191	ARF4	-
16__89961446__89962491	16	89961446	89962491	TCF25	+
X__118544153__118560317	X	118544153	118560317	SLC25A43	+
15__71433788__71447271	15	71433788	71447271	THSD4	+
9__100756913__100760960	9	100756913	100760960	ANP32B	+
5__138994282__139003046	5	138994282	139003046	UBE2D2	+
3__149619859__149639014	3	149619859	149639014	RNF13	+
2__55214627__55214834	2	55214627	55214834	RTN4	-
19__8520289__8528570	19	8520289	8528570	HNRNPM	+
7__73922405__73973985	7	73922405	73973985	GTF2IRD1	+
6__170033043__170052104	6	170033043	170052104	WDR27	-
11__85711686__85714494	11	85711686	85714494	PICALM	-
3__111632166__111639266	3	111632166	111639266	PHLDB2	+
19__11230768__11238761	19	11230768	11238761	LDLR	+
9__71661301__71679951	9	71661301	71679951	FXN	+
2__157406120__157414094	2	157406120	157414094	GPD2	+
1__200558345__200559400	1	200558345	200559400	KIF14	-
4__39915231__39924368	4	39915231	39924368	PDS5A	-
17__8141349__8141947	17	8141349	8141947	CTC1	-
2__37259772__37268435	2	37259772	37268435	HEATR5B	-
5__65284463__65310553	5	65284463	65310553	ERBB2IP	+
12__120621372__120622690	12	120621372	120622690	GCN1L1	-
18__54423814__54426184	18	54423814	54426184	WDR7	+
6__86328536__86333830	6	86328536	86333830	SYNCRIP	-
8__25149540__25154164	8	25149540	25154164	DOCK5	+
12__111923069__111924628	12	111923069	111924628	ATXN2	-
3__136117591__136141886	3	136117591	136141886	STAG1	-
17__722679__729318	17	722679	729318	NXN	-
14__35252968__35262127	14	35252968	35262127	BAZ1A	-
3__119720893__119721086	3	119720893	119721086	GSK3B	-
4__25128886__25160729	4	25128886	25160729	SEPSECS	-
7__35707044__35712888	7	35707044	35712888	HERPUD2	-
9__128112574__128118136	9	128112574	128118136	GAPVD1	+
13__114164553__114175048	13	114164553	114175048	TMCO3	+
12__112757029__112757546	12	112757029	112757546	C12orf51	-
2__61420036__61430398	2	61420036	61430398	USP34	-
5__74109665__74137504	5	74109665	74137504	FAM169A	-
2__231940225__231951895	2	231940225	231951895	PSMD1	+
12__46339032__46345510	12	46339032	46345510	SCAF11	-
5__72185613__72189530	5	72185613	72189530	TNPO1	+
7__128248172__128249633	7	128248172	128249633	TCONS_l2_00026204	+
3__65415195__65439015	3	65415195	65439015	MAGI1	-
7__111926928__111927129	7	111926928	111927129	ZNF277	+
12__11992074__12006495	12	11992074	12006495	ETV6	+
9__22046750__22064017	9	22046750	22064017	CDKN2B-AS	+
4__22403054__22404422	4	22403054	22404422	GPR125	-
14__35044962__35078948	14	35044962	35078948	SNX6	-
2__230693909__230701700	2	230693909	230701700	TRIP12	-
4__3088666__3117990	4	3088666	3117990	HTT	+
16__28177829__28181230	16	28177829	28181230	XPO6	-
5__176370336__176385155	5	176370336	176385155	UIMC1	-
12__108136974__108140201	12	108136974	108140201	PRDM4	-
10__79741912__79744056	10	79741912	79744056	POLR3A	-
3__52964345__52966324	3	52964345	52966324	SFMBT1	-
1__233313548__233344435	1	233313548	233344435	PCNXL2	-
20__32207323__32211102	20	32207323	32211102	CBFA2T2	+
1__235582788__235594119	1	235582788	235594119	TBCE	+
5__14405957__14420130	5	14405957	14420130	TRIO	+
10__15863655__15885271	10	15863655	15885271	FAM188A	-
12__120109300__120110269	12	120109300	120110269	PRKAB1	+
10__13322976__13330541	10	13322976	13330541	PHYH	-
16__1447179__1453345	16	1447179	1453345	UNKL	-
15__75809600__75819602	15	75809600	75819602	PTPN9	-
2__64083440__64085070	2	64083440	64085070	UGP2	+
2__168994598__168997268	2	168994598	168997268	STK39	-
9__126319849__126414402	9	126319849	126414402	DENND1A	-
14__69356856__69360464	14	69356856	69360464	ACTN1	-
6__43514308__43523701	6	43514308	43523701	XPO5	-
13__28141777__28155940	13	28141777	28155940	LNX2	-
11__17190224__17191353	11	17190224	17191353	PIK3C2A	-
17__78247040__78247203	17	78247040	78247203	RNF213	+
7__157013383__157047004	7	157013383	157047004	UBE3C	+
10__65369947__65379560	10	65369947	65379560	REEP3	+
2__99811214__99812219	2	99811214	99812219	MRPL30	+
9__88233898__88248289	9	88233898	88248289	AGTPBP1	-
1__151288049__151288985	1	151288049	151288985	PI4KB	-
17__66446869__66449133	17	66446869	66449133	WIPI1	-
16__53652937__53656268	16	53652937	53656268	RPGRIP1L	-
2__204354307__204360076	2	204354307	204360076	RAPH1	-
8__38282027__38283763	8	38282027	38283763	FGFR1	-
5__60768508__60790237	5	60768508	60790237	ZSWIM6	+
15__52433337__52446273	15	52433337	52446273	GNB5	-
9__82227571__82268990	9	82227571	82268990	TLE4	+
19__17273160__17278874	19	17273160	17278874	MYO9B	+
2__102035313__102038934	2	102035313	102038934	RFX8	-
X__79962926__79975155	X	79962926	79975155	BRWD3	-
1__113153463__113159517	1	113153463	113159517	ST7L	-
15__25654235__25657118	15	25654235	25657118	UBE3A	-
19__49414406__49416821	19	49414406	49416821	NUCB1	+
17__30310018__30315516	17	30310018	30315516	SUZ12	+
9__95018962__95048121	9	95018962	95048121	IARS	-
6__117888017__117900227	6	117888017	117900227	GOPC	-
1__28362055__28374937	1	28362055	28374937	EYA3	-
1__94341824__94343418	1	94341824	94343418	DNTTIP2	-
15__91030186__91035943	15	91030186	91035943	IQGAP1	+
5__94224584__94248681	5	94224584	94248681	MCTP1	-
20__48466116__48494600	20	48466116	48494600	SLC9A8	+
20__3274785__3275275	20	3274785	3275275	C20orf194	-
9__2837180__2838517	9	2837180	2838517	KIAA0020	-
4__151719233__151738409	4	151719233	151738409	LRBA	-
2__175740516__175742856	2	175740516	175742856	CHN1	-
5__68467097__68471364	5	68467097	68471364	CCNB1	+
1__47840581__47840965	1	47840581	47840965	CMPK1	+
17__60061532__60062451	17	60061532	60062451	MED13	-
5__64976321__64981299	5	64976321	64981299	SGTB	-
1__10500404__10502498	1	10500404	10502498	APITD1	+
20__48471975__48494600	20	48471975	48494600	SLC9A8	+
8__87507058__87519341	8	87507058	87519341	FAM82B	-
2__9490937__9499018	2	9490937	9499018	ASAP2	+
10__111883775__111890244	10	111883775	111890244	ADD3	+
1__70883620__70890099	1	70883620	70890099	CTH	+
11__3723693__3727857	11	3723693	3727857	NUP98	-
7__104808455__104809712	7	104808455	104809712	SRPK2	-
18__2666156__2674144	18	2666156	2674144	SMCHD1	+
10__128795012__128798571	10	128795012	128798571	DOCK1	+
13__42352121__42393522	13	42352121	42393522	KIAA0564	-
17__49118862__49133843	17	49118862	49133843	SPAG9	-
6__155108995__155116273	6	155108995	155116273	SCAF8	+
9__20819795__20823114	9	20819795	20823114	KIAA1797	+
11__72420915__72422544	11	72420915	72422544	ARAP1	-
18__29691717__29706763	18	29691717	29706763	RNF138	+
5__153674376__153677639	5	153674376	153677639	GALNT10	+
4__52729603__52752804	4	52729603	52752804	DCUN1D4	+
2__15629018__15651474	2	15629018	15651474	NBAS	-
10__105382227__105420872	10	105382227	105420872	SH3PXD2A	-
1__155984752__155988159	1	155984752	155988159	SSR2	-
15__81271107__81274523	15	81271107	81274523	MESDC2	-
1__26584088__26586293	1	26584088	26586293	CEP85	+
1__151611364__151641111	1	151611364	151641111	SNX27	+
5__179675973__179707608	5	179675973	179707608	MAPK9	-
7__24784181__24789412	7	24784181	24789412	DFNA5	-
20__30732894__30734658	20	30732894	30734658	TM9SF4	+
17__45740455__45742524	17	45740455	45742524	KPNB1	+
3__184023556__184024622	3	184023556	184024622	PSMD2	+
3__136162129__136196254	3	136162129	136196254	STAG1	-
1__6679863__6680397	1	6679863	6680397	PHF13	+
5__72354260__72373320	5	72354260	72373320	FCHO2	+
5__167995651__167996003	5	167995651	167996003	PANK3	-
19__1271328__1272050	19	1271328	1272050	CIRBP	+
12__22643057__22659753	12	22643057	22659753	KIAA0528	-
19__49481181__49481414	19	49481181	49481414	GYS1	-
12__50488220__50490755	12	50488220	50490755	SMARCD1	+
2__242265408__242275513	2	242265408	242275513	SEPT2	+
4__120517678__120528452	4	120517678	120528452	PDE5A	-
X__23731252__23740870	X	23731252	23740870	ACOT9	-
3__137940768__137947852	3	137940768	137947852	ARMC8	+
17__66440634__66449133	17	66440634	66449133	WIPI1	-
6__137015278__137018525	6	137015278	137018525	MAP3K5	-
18__21723055__21723377	18	21723055	21723377	CABYR	+
4__39301641__39304771	4	39301641	39304771	RFC1	-
1__184853767__184868442	1	184853767	184868442	FAM129A	-
15__65110145__65111422	15	65110145	65111422	PIF1	-
21__30698380__30702014	21	30698380	30702014	BACH1	+
17__30689933__30695033	17	30689933	30695033	ZNF207	+
10__99991269__99995921	10	99991269	99995921	C10orf28	+
18__46190123__46197115	18	46190123	46197115	CTIF	+
6__7602856__7606428	6	7602856	7606428	SNRNP48	+
1__25666965__25678184	1	25666965	25678184	TMEM50A	+
4__77051809__77057565	4	77051809	77057565	NUP54	-
17__29562629__29563039	17	29562629	29563039	NF1	+
9__99711837__99735230	9	99711837	99735230	HIATL2	-
17__57076742__57094785	17	57076742	57094785	TRIM37	-
8__68018140__68028357	8	68018140	68028357	CSPP1	+
10__80878672__80921890	10	80878672	80921890	ZMIZ1	+
1__229661683__229667478	1	229661683	229667478	ABCB10	-
1__28362055__28384605	1	28362055	28384605	EYA3	-
2__11375828__11376088	2	11375828	11376088	ROCK2	-
5__54993674__55000262	5	54993674	55000262	SLC38A9	-
9__131362359__131366696	9	131362359	131366696	SPTAN1	+
8__26248759__26265892	8	26248759	26265892	BNIP3L	+
17__73946855__73952028	17	73946855	73952028	ACOX1	-
2__20454624__20455931	2	20454624	20455931	PUM2	-
4__123977542__123978443	4	123977542	123978443	SPATA5	+
4__56277781__56284152	4	56277781	56284152	TMEM165	+
3__57276884__57282379	3	57276884	57282379	APPL1	+
18__76953183__76974038	18	76953183	76974038	ATP9B	+
19__50902105__50902741	19	50902105	50902741	POLD1	+
1__118424445__118463047	1	118424445	118463047	GDAP2	-
4__174169131__174169591	4	174169131	174169591	GALNT7	+
2__70402805__70409129	2	70402805	70409129	C2orf42	-
1__201823723__201828122	1	201823723	201828122	IPO9	+
19__53231983__53233258	19	53231983	53233258	ZNF611	-
1__240492376__240497529	1	240492376	240497529	FMN2	+
6__17539500__17543374	6	17539500	17543374	CAP2	+
2__24777258__24807429	2	24777258	24807429	NCOA1	+
20__48256215__48257202	20	48256215	48257202	B4GALT5	-
9__114148657__114154104	9	114148657	114154104	KIAA0368	-
20__47782534__47782822	20	47782534	47782822	STAU1	-
12__120260624__120272032	12	120260624	120272032	CIT	-
4__87808911__87812746	4	87808911	87812746	C4orf36	-
1__39816457__39824936	1	39816457	39824936	MACF1	+
11__57563049__57569668	11	57563049	57569668	CTNND1	+
14__95606996__95608085	14	95606996	95608085	DICER1	-
9__111819471__111826847	9	111819471	111826847	C9orf5	-
1__203797427__203809502	1	203797427	203809502	ZC3H11A	+
15__41854746__41857339	15	41854746	41857339	TYRO3	+
2__190656516__190682906	2	190656516	190682906	PMS1	+
11__9441958__9442245	11	9441958	9442245	IPO7	+
17__47388674__47389404	17	47388674	47389404	ZNF652	-
2__232153373__232156156	2	232153373	232156156	ARMC9	+
4__1902353__1920350	4	1902353	1920350	WHSC1	+
18__42281140__42281797	18	42281140	42281797	SETBP1	+
3__101389974__101391057	3	101389974	101391057	ZBTB11	-
18__2738395__2739518	18	2738395	2739518	SMCHD1	+
10__13214376__13214765	10	13214376	13214765	MCM10	+
6__76412361__76421132	6	76412361	76421132	SENP6	+
16__66769978__66770147	16	66769978	66770147	DYNC1LI2	-
7__6854395__6861995	7	6854395	6861995	CCZ1B	-
14__101295045__101311870	14	101295045	101311870	TCONS_00090077_MEG3	+
2__99802640__99812219	2	99802640	99812219	MRPL30	+
15__43438691__43447029	15	43438691	43447029	TMEM62	+
17__37580880__37584043	17	37580880	37584043	MED1	-
6__83728692__83754378	6	83728692	83754378	UBE2CBP	-
15__78837211__78838106	15	78837211	78838106	PSMA4	+
2__128747138__128754065	2	128747138	128754065	SAP130	-
7__157159196__157160177	7	157159196	157160177	DNAJB6	+
9__22046750__22097363	9	22046750	22097363	CDKN2B-AS	+
1__150997087__150998149	1	150997087	150998149	PRUNE	+
7__157013383__157049738	7	157013383	157049738	UBE3C	+
1__68960113__68960378	1	68960113	68960378	DEPDC1	-
14__30093358__30105700	14	30093358	30105700	PRKD1	-
5__50055477__50059076	5	50055477	50059076	PARP8	+
10__93751876__93768032	10	93751876	93768032	BTAF1	+
4__121675708__121732604	4	121675708	121732604	PRDM5	-
7__98985662__98987635	7	98985662	98987635	ARPC1B	+
20__36685934__36694658	20	36685934	36694658	RPRD1B	+
